ENGINE,CHECKSUM,DATA_FREE,VERSION,CHECK_TIME,ROW_FORMAT,TABLE_ROWS,TABLE_TYPE,CREATE_TIME,DATA_LENGTH,UPDATE_TIME,INDEX_LENGTH,TABLE_SCHEMA,TABLE_NAME,TABLE_CATALOG,TABLE_COMMENT,AUTO_INCREMENT,AVG_ROW_LENGTH,CREATE_OPTIONS,MAX_DATA_LENGTH,TABLE_COLLATION
InnoDB,NULL,0,10,NULL,Compact,793,BASE TABLE,2018-07-24 08:53:42,81920,NULL,376832,paintmag_production,field_data_field_article_issue_name,def,Data storage for field 59 (field_article_issue_name),NULL,103,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:43,16384,NULL,114688,paintmag_production,field_data_field_bottom_advertisement,def,Data storage for field 16 (field_bottom_advertisement),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:43,16384,NULL,114688,paintmag_production,field_data_field_bottom_advertisement_artic,def,Data storage for field 54 (field_bottom_advertisement_artic),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,27,BASE TABLE,2018-07-24 08:53:43,16384,NULL,114688,paintmag_production,field_data_field_bottom_tag_line,def,Data storage for field 37 (field_bottom_tag_line),NULL,606,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:43,16384,NULL,114688,paintmag_production,field_data_field_category,def,Data storage for field 21 (field_category),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,9,BASE TABLE,2018-07-24 08:53:43,81920,NULL,114688,paintmag_production,field_data_field_description,def,Data storage for field 39 (field_description),NULL,9102,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,97,BASE TABLE,2018-07-24 08:53:43,16384,NULL,114688,paintmag_production,field_data_field_display_on_paint_tv_home,def,Data storage for field 74 (field_display_on_paint_tv_home),NULL,168,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,178,BASE TABLE,2018-07-24 08:53:43,16384,NULL,114688,paintmag_production,field_data_field_image,def,Data storage for field 4 (field_image),NULL,92,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:43,16384,NULL,114688,paintmag_production,field_data_field_image_caption,def,Data storage for field 70 (field_image_caption),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,68,BASE TABLE,2018-07-24 08:53:43,16384,NULL,114688,paintmag_production,field_data_field_image_url,def,Data storage for field 8 (field_image_url),NULL,240,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,152,BASE TABLE,2018-07-24 08:53:44,16384,NULL,114688,paintmag_production,field_data_field_is_featured,def,Data storage for field 49 (field_is_featured),NULL,107,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,131,BASE TABLE,2018-07-24 08:53:44,16384,NULL,114688,paintmag_production,field_data_field_is_included_in_contest,def,Data storage for field 69 (field_is_included_in_contest),NULL,125,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,960,BASE TABLE,2018-07-24 08:53:44,114688,NULL,311296,paintmag_production,field_data_field_issue_date,def,Data storage for field 13 (field_issue_date),NULL,119,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,248,BASE TABLE,2018-07-24 08:53:44,49152,NULL,98304,paintmag_production,field_data_field_issue_name_issue_date,def,Data storage for field 58 (field_issue_name_issue_date),NULL,198,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,598,BASE TABLE,2018-07-24 08:53:45,98304,NULL,212992,paintmag_production,field_data_field_keywords,def,Data storage for field 67 (field_keywords),NULL,164,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,79,BASE TABLE,2018-07-24 08:53:45,16384,NULL,114688,paintmag_production,field_data_field_large_feed_image,def,Data storage for field 76 (field_large_feed_image),NULL,207,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_list_description,def,Data storage for field 25 (field_list_description),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,2,BASE TABLE,2018-09-07 06:49:29,16384,NULL,114688,paintmag_production,field_data_field_logo_dfp_code,def,Data storage for field 80 (field_logo_dfp_code),NULL,8192,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,6,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_news_link,def,Data storage for field 9 (field_news_link),NULL,2730,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,9,BASE TABLE,2018-07-24 08:53:46,16384,NULL,98304,paintmag_production,field_data_field_news_post_date,def,Data storage for field 38 (field_news_post_date),NULL,1820,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,4,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_newsletter_body,def,Data storage for field 26 (field_newsletter_body),NULL,4096,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_newsletter_list,def,Data storage for field 23 (field_newsletter_list),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_newsletter_template,def,Data storage for field 24 (field_newsletter_template),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,106,BASE TABLE,2018-07-24 08:53:46,16384,NULL,98304,paintmag_production,field_data_field_post_date,def,Data storage for field 34 (field_post_date),NULL,154,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_pre_roll_text,def,Data storage for field 73 (field_pre_roll_text),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,3,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_pre_roll_video,def,Data storage for field 72 (field_pre_roll_video),NULL,5461,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,97,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_radio_image,def,Data storage for field 33 (field_radio_image),NULL,168,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,92,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_radio_url,def,Data storage for field 35 (field_radio_url),NULL,178,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,96,BASE TABLE,2019-06-24 06:04:25,16384,NULL,98304,paintmag_production,field_data_field_schedule_date,def,Data storage for field 85 (field_schedule_date),NULL,170,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_sidebar_ad_first_article,def,Data storage for field 55 (field_sidebar_ad_first_article),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,2,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_sidebar_ad_java,def,Data storage for field 65 (field_sidebar_ad_java),NULL,8192,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,2,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_sidebar_advertisement_firs,def,Data storage for field 17 (field_sidebar_advertisement_firs),NULL,8192,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_sidebar_advertisement_java,def,Data storage for field 61 (field_sidebar_advertisement_java),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,14,BASE TABLE,2018-11-02 12:18:38,16384,NULL,98304,paintmag_production,field_data_field_slide_sequence_order_no,def,Data storage for field 82 (field_slide_sequence_order_no),NULL,1170,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,9,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_slide_show_album,def,Data storage for field 79 (field_slide_show_album),NULL,1820,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,48,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_slide_show_category,def,Data storage for field 78 (field_slide_show_category),NULL,341,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,45,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_slide_show_image,def,Data storage for field 77 (field_slide_show_image),NULL,364,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,60,BASE TABLE,2018-07-24 08:53:46,16384,NULL,114688,paintmag_production,field_data_field_slider_category,def,Data storage for field 7 (field_slider_category),NULL,273,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,68,BASE TABLE,2018-07-24 08:53:47,16384,NULL,114688,paintmag_production,field_data_field_slider_image,def,Data storage for field 6 (field_slider_image),NULL,240,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,605,BASE TABLE,2018-07-24 08:53:47,65536,NULL,212992,paintmag_production,field_data_field_special_category,def,Data storage for field 14 (field_special_category),NULL,108,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,29,BASE TABLE,2019-04-18 07:50:29,16384,NULL,114688,paintmag_production,field_data_field_sponsored_by_image,def,Data storage for field 83 (field_sponsored_by_image),NULL,564,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,29,BASE TABLE,2019-04-18 07:54:26,16384,NULL,114688,paintmag_production,field_data_field_sponsored_by_url,def,Data storage for field 84 (field_sponsored_by_url),NULL,564,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,99,BASE TABLE,2018-07-24 08:53:47,16384,NULL,114688,paintmag_production,field_data_field_tag_line,def,Data storage for field 36 (field_tag_line),NULL,165,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,821,BASE TABLE,2018-07-24 08:53:47,81920,NULL,376832,paintmag_production,field_data_field_term_category,def,Data storage for field 44 (field_term_category),NULL,99,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,2,BASE TABLE,2018-07-24 08:53:48,16384,NULL,114688,paintmag_production,field_data_field_top_advertisement,def,Data storage for field 15 (field_top_advertisement),NULL,8192,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:48,16384,NULL,114688,paintmag_production,field_data_field_top_advertisement_article,def,Data storage for field 53 (field_top_advertisement_article),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,135,BASE TABLE,2018-07-24 08:53:48,16384,NULL,114688,paintmag_production,field_data_field_upload_video,def,Data storage for field 68 (field_upload_video),NULL,121,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,5,BASE TABLE,2018-07-24 08:53:48,16384,NULL,114688,paintmag_production,field_data_field_video,def,Data storage for field 27 (field_video),NULL,3276,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,4,BASE TABLE,2019-07-15 10:14:13,16384,NULL,114688,paintmag_production,field_data_field_video_description,def,Data storage for field 87 (field_video_description),NULL,4096,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,152,BASE TABLE,2019-07-01 05:16:53,16384,NULL,114688,paintmag_production,field_data_field_video_status,def,Data storage for field 86 (field_video_status),NULL,107,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,4,BASE TABLE,2018-07-24 08:53:48,16384,NULL,114688,paintmag_production,field_data_field_video_thumbnail,def,Data storage for field 52 (field_video_thumbnail),NULL,4096,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,88,BASE TABLE,2018-07-24 08:53:48,16384,NULL,114688,paintmag_production,field_data_field_video_tracking,def,Data storage for field 75 (field_video_tracking),NULL,186,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,6,BASE TABLE,2018-07-24 08:53:48,16384,NULL,114688,paintmag_production,field_data_field_video_url,def,Data storage for field 51 (field_video_url),NULL,2730,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,15,BASE TABLE,2018-07-24 08:53:48,16384,NULL,114688,paintmag_production,field_data_field_winner_category,def,Data storage for field 66 (field_winner_category),NULL,1092,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,69,BASE TABLE,2018-07-24 08:53:48,16384,NULL,98304,paintmag_production,field_data_field_winner_date,def,Data storage for field 48 (field_winner_date),NULL,237,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,69,BASE TABLE,2018-07-24 08:53:48,327680,NULL,114688,paintmag_production,field_data_field_winner_description,def,Data storage for field 46 (field_winner_description),NULL,4748,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,65,BASE TABLE,2018-07-24 08:53:49,16384,NULL,114688,paintmag_production,field_data_field_winner_image,def,Data storage for field 47 (field_winner_image),NULL,252,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,33,BASE TABLE,2018-07-24 08:53:49,16384,NULL,114688,paintmag_production,field_data_field_winner_main_image,def,Data storage for field 71 (field_winner_main_image),NULL,496,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,1,BASE TABLE,2018-11-02 12:18:49,16384,NULL,114688,paintmag_production,field_deleted_data_81,def,Data storage for field 81 (field_slide_sequence_order),NULL,16384,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,1,BASE TABLE,2018-11-02 12:18:49,16384,NULL,114688,paintmag_production,field_deleted_revision_81,def,Revision archive storage for field 81 (field_slide...,NULL,16384,<blank>,0,utf8_general_ci
InnoDB,NULL,4194304,10,NULL,Compact,612,BASE TABLE,2018-07-24 08:53:49,7880704,NULL,491520,paintmag_production,field_revision_body,def,Revision archive storage for field 2 (body),NULL,12876,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:50,16384,NULL,114688,paintmag_production,field_revision_comment_body,def,Revision archive storage for field 1 (comment_body),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,58,BASE TABLE,2018-07-24 08:53:50,16384,NULL,114688,paintmag_production,field_revision_field_archive_image,def,Revision archive storage for field 41 (field_archive_image),NULL,282,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,58,BASE TABLE,2018-07-24 08:53:50,16384,NULL,98304,paintmag_production,field_revision_field_archive_issue_date,def,Revision archive storage for field 40 (field_archive...,NULL,282,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,58,BASE TABLE,2018-07-24 08:53:50,16384,NULL,114688,paintmag_production,field_revision_field_archive_link,def,Revision archive storage for field 42 (field_archive_link),NULL,282,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:50,16384,NULL,114688,paintmag_production,field_revision_field_article_category_,def,Revision archive storage for field 20 (field_article...,NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,793,BASE TABLE,2018-07-24 08:53:50,81920,NULL,360448,paintmag_production,field_revision_field_article_issue_name,def,Revision archive storage for field 59 (field_article...,NULL,103,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:51,16384,NULL,114688,paintmag_production,field_revision_field_bottom_advertisement,def,Revision archive storage for field 16 (field_bottom...,NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:51,16384,NULL,114688,paintmag_production,field_revision_field_bottom_advertisement_artic,def,Revision archive storage for field 54 (field_bottom...,NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,27,BASE TABLE,2018-07-24 08:53:51,16384,NULL,114688,paintmag_production,field_revision_field_bottom_tag_line,def,Revision archive storage for field 37 (field_bottom_tag...,NULL,606,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:51,16384,NULL,114688,paintmag_production,field_revision_field_category,def,Revision archive storage for field 21 (field_category),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,9,BASE TABLE,2018-07-24 08:53:51,81920,NULL,114688,paintmag_production,field_revision_field_description,def,Revision archive storage for field 39 (field_description),NULL,9102,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,98,BASE TABLE,2018-07-24 08:53:51,16384,NULL,114688,paintmag_production,field_revision_field_display_on_paint_tv_home,def,Revision archive storage for field 74 (field_display_on...,NULL,167,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,178,BASE TABLE,2018-07-24 08:53:51,16384,NULL,114688,paintmag_production,field_revision_field_image,def,Revision archive storage for field 4 (field_image),NULL,92,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:51,16384,NULL,114688,paintmag_production,field_revision_field_image_caption,def,Revision archive storage for field 70 (field_image_caption),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,68,BASE TABLE,2018-07-24 08:53:52,16384,NULL,114688,paintmag_production,field_revision_field_image_url,def,Revision archive storage for field 8 (field_image_url),NULL,240,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,152,BASE TABLE,2018-07-24 08:53:52,16384,NULL,114688,paintmag_production,field_revision_field_is_featured,def,Revision archive storage for field 49 (field_is_featured),NULL,107,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,131,BASE TABLE,2018-07-24 08:53:52,16384,NULL,114688,paintmag_production,field_revision_field_is_included_in_contest,def,Revision archive storage for field 69 (field_is_included...,NULL,125,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,851,BASE TABLE,2018-07-24 08:53:52,98304,NULL,393216,paintmag_production,field_revision_field_issue_date,def,Revision archive storage for field 13 (field_issue_date),NULL,115,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,248,BASE TABLE,2018-07-24 08:53:53,49152,NULL,98304,paintmag_production,field_revision_field_issue_name_issue_date,def,Revision archive storage for field 58 (field_issue_name...,NULL,198,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,593,BASE TABLE,2018-07-24 08:53:53,98304,NULL,344064,paintmag_production,field_revision_field_keywords,def,Revision archive storage for field 67 (field_keywords),NULL,165,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,79,BASE TABLE,2018-07-24 08:53:53,16384,NULL,114688,paintmag_production,field_revision_field_large_feed_image,def,Revision archive storage for field 76 (field_large_feed...,NULL,207,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:53,16384,NULL,114688,paintmag_production,field_revision_field_list_description,def,Revision archive storage for field 25 (field_list...,NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,2,BASE TABLE,2018-09-07 06:49:29,16384,NULL,114688,paintmag_production,field_revision_field_logo_dfp_code,def,Revision archive storage for field 80 (field_logo_dfp_code),NULL,8192,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,6,BASE TABLE,2018-07-24 08:53:53,16384,NULL,114688,paintmag_production,field_revision_field_news_link,def,Revision archive storage for field 9 (field_news_link),NULL,2730,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,9,BASE TABLE,2018-07-24 08:53:53,16384,NULL,98304,paintmag_production,field_revision_field_news_post_date,def,Revision archive storage for field 38 (field_news_post_date),NULL,1820,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,4,BASE TABLE,2018-07-24 08:53:53,16384,NULL,114688,paintmag_production,field_revision_field_newsletter_body,def,Revision archive storage for field 26 (field_newsletter...,NULL,4096,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_newsletter_list,def,Revision archive storage for field 23 (field_newsletter...,NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_newsletter_template,def,Revision archive storage for field 24 (field_newsletter...,NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,98,BASE TABLE,2018-07-24 08:53:54,16384,NULL,98304,paintmag_production,field_revision_field_post_date,def,Revision archive storage for field 34 (field_post_date),NULL,167,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_pre_roll_text,def,Revision archive storage for field 73 (field_pre_roll_text),NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,3,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_pre_roll_video,def,Revision archive storage for field 72 (field_pre_roll_video),NULL,5461,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,97,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_radio_image,def,Revision archive storage for field 33 (field_radio_image),NULL,168,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,92,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_radio_url,def,Revision archive storage for field 35 (field_radio_url),NULL,178,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,96,BASE TABLE,2019-06-24 06:04:25,16384,NULL,98304,paintmag_production,field_revision_field_schedule_date,def,Revision archive storage for field 85 (field_schedule_date),NULL,170,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_sidebar_ad_first_article,def,Revision archive storage for field 55 (field_sidebar_ad...,NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,2,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_sidebar_ad_java,def,Revision archive storage for field 65 (field_sidebar_ad...,NULL,8192,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,3,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_sidebar_advertisement_firs,def,Revision archive storage for field 17 (field_sidebar...,NULL,5461,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_sidebar_advertisement_java,def,Revision archive storage for field 61 (field_sidebar...,NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,14,BASE TABLE,2018-11-02 12:18:38,16384,NULL,98304,paintmag_production,field_revision_field_slide_sequence_order_no,def,Revision archive storage for field 82 (field_slide...,NULL,1170,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,9,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_slide_show_album,def,Revision archive storage for field 79 (field_slide_show...,NULL,1820,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,48,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_slide_show_category,def,Revision archive storage for field 78 (field_slide_show...,NULL,341,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,45,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_slide_show_image,def,Revision archive storage for field 77 (field_slide_show...,NULL,364,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,60,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_slider_category,def,Revision archive storage for field 7 (field_slider_category),NULL,273,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,68,BASE TABLE,2018-07-24 08:53:54,16384,NULL,114688,paintmag_production,field_revision_field_slider_image,def,Revision archive storage for field 6 (field_slider_image),NULL,240,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,605,BASE TABLE,2018-07-24 08:53:54,65536,NULL,344064,paintmag_production,field_revision_field_special_category,def,Revision archive storage for field 14 (field_special...,NULL,108,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,28,BASE TABLE,2019-04-18 07:50:29,16384,NULL,114688,paintmag_production,field_revision_field_sponsored_by_image,def,Revision archive storage for field 83 (field_sponsored_by...,NULL,585,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,28,BASE TABLE,2019-04-18 07:54:26,16384,NULL,114688,paintmag_production,field_revision_field_sponsored_by_url,def,Revision archive storage for field 84 (field_sponsored_by...,NULL,585,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,99,BASE TABLE,2018-07-24 08:53:56,16384,NULL,114688,paintmag_production,field_revision_field_tag_line,def,Revision archive storage for field 36 (field_tag_line),NULL,165,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,817,BASE TABLE,2018-07-24 08:53:56,81920,NULL,458752,paintmag_production,field_revision_field_term_category,def,Revision archive storage for field 44 (field_term_category),NULL,100,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,3,BASE TABLE,2018-07-24 08:53:57,16384,NULL,114688,paintmag_production,field_revision_field_top_advertisement,def,Revision archive storage for field 15 (field_top...,NULL,5461,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,0,BASE TABLE,2018-07-24 08:53:57,16384,NULL,114688,paintmag_production,field_revision_field_top_advertisement_article,def,Revision archive storage for field 53 (field_top...,NULL,0,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,136,BASE TABLE,2018-07-24 08:53:57,16384,NULL,114688,paintmag_production,field_revision_field_upload_video,def,Revision archive storage for field 68 (field_upload_video),NULL,120,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,6,BASE TABLE,2018-07-24 08:53:57,16384,NULL,114688,paintmag_production,field_revision_field_video,def,Revision archive storage for field 27 (field_video),NULL,2730,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,4,BASE TABLE,2019-07-15 10:14:13,16384,NULL,114688,paintmag_production,field_revision_field_video_description,def,Revision archive storage for field 87 (field_video...,NULL,4096,<blank>,0,utf8_general_ci
InnoDB,NULL,0,10,NULL,Compact,152,BASE TABLE,2019-07-01 05:16:53,16384,NULL,114688,paintmag_production,field_revision_field_video_status,def,Revision archive storage for field 86 (field_video_status),NULL,107,<blank>,0,utf8_general_ci
